"date_time","ip","port","command","mime_type","file_size","reply_code","reply_msg"
"2020-10-29T17:45:56","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T17:59:35","222.17.93.246","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T18:02:37","222.17.93.246","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/Flask-0.8-py2.7.egg-info/.ftpdA4LXaq: Operation not permitted"
"2020-10-29T18:08:00","10.138.129.55","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/i18n/messages/fa/LC_MESSAGES/.ftpdNzu8bx: Operation not permitted"
"2020-10-29T18:37:03","64.124.18.109","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/sql/.ftpduBnga4: Operation not permitted"
"2020-10-29T18:43:55","17.63.199.54","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T21:04:15","222.17.93.246","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T21:27:50","86.172.160.151","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T22:12:28","18.127.107.6","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T22:51:54","98.177.12.123","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-29T23:18:19","37.91.136.95","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T00:11:32","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T00:36:17","87.250.147.155","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/admin/static/.ftpdA4LXaq: Operation not permitted"
"2020-10-30T00:59:51","159.133.249.32","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/flaskext/.ftpde854Us: Operation not permitted"
"2020-10-30T01:07:03","105.206.94.23","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/pip/commands/.ftpdNzu8bx: Operation not permitted"
"2020-10-30T02:25:08","49.23.226.253","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/frontend/templates/.ftpdxCfA4y: Operation not permitted"
"2020-10-30T03:07:19","138.61.14.205","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/security/.ftpd3caYxQ: Operation not permitted"
"2020-10-30T03:28:54","222.17.93.246","56158","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T04:22:36","147.126.156.230","4970","DELE","-","-","550","/dept/qdept/static/css/blueprint/src/.ftpde854Us: Operation not permitted"
"2020-10-30T04:47:29","147.126.156.230","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T05:10:15","167.107.132.164","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T06:06:29","203.243.37.100","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T06:49:01","68.92.208.49","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T07:18:07","86.82.198.124","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/debug/.ftpdBUL2Da: Operation not permitted"
"2020-10-30T08:44:30","242.23.142.120","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T09:42:31","244.149.90.13","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T09:45:10","102.132.43.94","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/.ftpdA4LXaq: Operation not permitted"
"2020-10-30T10:20:37","110.218.211.136","3885","DELE","-","-","550","/dept/env/.ftpdNzu8bx: Operation not permitted"
"2020-10-30T10:41:22","248.124.131.190","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/connectors/.ftpdNzu8bx: Operation not permitted"
"2020-10-30T11:06:40","222.17.93.246","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/i18n/messages/en/.ftpdxCfA4y: Operation not permitted"
"2020-10-30T11:39:41","159.133.249.32","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T11:41:05","222.17.93.246","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T12:12:51","7.127.236.59","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T12:34:20","159.133.249.32","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/subdomaintestmodule/static/.ftpdNzu8bx: Operation not permitted"
"2020-10-30T12:41:08","147.126.156.230","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/loaders/.ftpdxCfA4y: Operation not permitted"
"2020-10-30T12:49:11","147.126.156.230","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T13:11:59","50.34.173.40","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T13:54:39","7.127.236.59","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T14:03:25","111.16.226.93","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/access/.ftpduBnga4: Operation not permitted"
"2020-10-30T14:18:22","86.172.160.151","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/csrf/.ftpdBUL2Da: Operation not permitted"
"2020-10-30T15:20:55","140.143.94.151","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T15:29:15","190.220.63.217","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T15:48:48","80.144.65.20","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T18:23:06","156.147.173.87","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T18:33:58","147.126.156.230","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T18:51:25","86.82.198.124","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T19:12:04","147.126.156.230","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/sqlalchemy/.ftpde854Us: Operation not permitted"
"2020-10-30T19:24:51","111.16.226.93","4379","DELE","-","-","550","/dept/env/lib/python2.7/.ftpduBnga4: Operation not permitted"
"2020-10-30T19:40:22","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T19:41:27","190.220.63.217","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T20:16:41","110.218.211.136","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/access/.ftpdA4LXaq: Operation not permitted"
"2020-10-30T20:21:00","110.218.211.136","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/.ftpde854Us: Operation not permitted"
"2020-10-30T20:30:12","41.239.197.83","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T20:50:55","203.243.37.100","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T21:28:27","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T21:50:12","18.127.107.6","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T22:10:05","110.218.211.136","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-30T23:04:26","167.107.132.164","4976","STOR","-","-","550","/dept/.ftpd3caYxQ: Operation not permitted"
"2020-10-30T23:06:32","159.133.249.32","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/sqlite/.ftpdA4LXaq: Operation not permitted"
"2020-10-30T23:15:36","86.82.198.124","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/utils/.ftpd3caYxQ: Operation not permitted"
"2020-10-30T23:16:29","7.127.236.59","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T00:42:43","255.96.152.192","55780","PORT","-","-","200","PORT command successful"
"2020-10-31T01:09:26","132.204.220.129","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/contrib/.ftpde854Us: Operation not permitted"
"2020-10-31T01:13:55","68.92.208.49","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/templates/nested/.ftpduBnga4: Operation not permitted"
"2020-10-31T01:24:40","203.243.37.100","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/utils/dispatch/.ftpd3caYxQ: Operation not permitted"
"2020-10-31T01:39:33","222.17.93.246","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/frontend/templates/.ftpdA4LXaq: Operation not permitted"
"2020-10-31T01:46:11","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T02:13:38","98.177.12.123","56490","PORT","-","-","230","Logged on"
"2020-10-31T02:14:31","132.204.220.129","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T02:47:48","222.17.93.246","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T02:50:55","226.164.121.85","39226","RETR","-","273","226","Transfer complete"
"2020-10-31T02:51:19","188.148.146.18","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/sqlalchemy/.ftpdxCfA4y: Operation not permitted"
"2020-10-31T03:06:35","167.107.132.164","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/sql/.ftpd3caYxQ: Operation not permitted"
"2020-10-31T03:45:03","98.177.12.123","4976","DELE","-","-","550","/dept/qdept/static/css/blueprint/src/.ftpd3caYxQ: Operation not permitted"
"2020-10-31T04:39:14","7.127.236.59","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T04:40:33","105.206.94.23","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T05:20:38","7.127.236.59","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T05:24:05","255.96.152.192","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T05:31:53","248.124.131.190","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T06:16:02","17.63.199.54","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/drizzle/.ftpdxCfA4y: Operation not permitted"
"2020-10-31T06:29:38","188.148.146.18","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/Flask_WTF-0.5.4-py2.7.egg-info/.ftpde854Us: Operation not permitted"
"2020-10-31T07:03:40","98.22.40.49","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T07:44:51","68.92.208.49","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/gunicorn/management/.ftpd3caYxQ: Operation not permitted"
"2020-10-31T07:52:17","18.127.107.6","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T08:36:04","167.107.132.164","3885","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T08:42:19","68.92.208.49","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T08:45:20","102.132.43.94","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/gunicorn-0.14.1-py2.7.egg-info/.ftpde854Us: Operation not permitted"
"2020-10-31T08:56:34","190.220.63.217","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/maxdb/.ftpduBnga4: Operation not permitted"
"2020-10-31T09:30:50","147.126.156.230","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/testsuite/contrib/.ftpdxCfA4y: Operation not permitted"
"2020-10-31T09:33:37","111.16.226.93","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T09:51:21","113.158.238.51","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/django/.ftpdNzu8bx: Operation not permitted"
"2020-10-31T09:52:06","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T10:14:51","185.204.41.204","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T10:54:57","244.149.90.13","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T10:56:05","18.127.107.6","1100","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T11:05:23","248.124.131.190","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/.ftpde854Us: Operation not permitted"
"2020-10-31T11:26:00","49.23.226.253","39226","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T11:51:24","190.220.63.217","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T12:09:23","222.17.93.246","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/testsuite/multipart/opera8-2png1txt/.ftpdA4LXaq: Operation not permitted"
"2020-10-31T12:42:38","222.17.93.246","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/templates/nested/.ftpdNzu8bx: Operation not permitted"
"2020-10-31T15:11:01","242.23.142.120","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/.ftpde854Us: Operation not permitted"
"2020-10-31T15:18:10","37.91.136.95","39226","RETR","binary","2515","226","Transfer complete"
"2020-10-31T16:11:27","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T17:17:48","102.132.43.94","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T18:06:58","68.92.208.49","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/jinja2/testsuite/res/templates/.ftpdBUL2Da: Operation not permitted"
"2020-10-31T18:09:25","242.23.142.120","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/i18n/messages/en/LC_MESSAGES/.ftpdNzu8bx: Operation not permitted"
"2020-10-31T18:35:29","110.218.211.136","4976","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T19:19:13","110.218.211.136","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/pip-1.1-py2.7.egg/pip/.ftpdxCfA4y: Operation not permitted"
"2020-10-31T19:44:23","98.177.12.123","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/python_dateutil-1.5-py2.7.egg-info/.ftpduBnga4: Operation not permitted"
"2020-10-31T19:56:07","18.202.74.102","4379","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T20:53:03","7.127.236.59","3966","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T21:30:40","86.82.198.124","4295","PASV","-","-","227","Entering Passive Mode"
"2020-10-31T22:14:34","222.17.93.246","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/events/.ftpdNzu8bx: Operation not permitted"
"2020-11-01T01:15:44","98.177.12.123","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T02:25:24","190.220.63.217","1100","DELE","-","-","550","/dept/qdept/static/css/blueprint/plugins/buttons/.ftpdBUL2Da: Operation not permitted"
"2020-11-01T02:26:33","113.158.238.51","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T03:31:27","248.124.131.190","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/.ftpde854Us: Operation not permitted"
"2020-11-01T03:46:42","7.127.236.59","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/.ftpd3caYxQ: Operation not permitted"
"2020-11-01T04:05:06","64.124.18.109","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/execute/.ftpd3caYxQ: Operation not permitted"
"2020-11-01T06:16:02","18.127.107.6","4976","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T06:22:49","81.94.180.51","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T07:20:26","87.250.147.155","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/i18n/.ftpdNzu8bx: Operation not permitted"
"2020-11-01T07:32:50","49.23.226.253","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T08:04:41","242.23.142.120","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/databases/.ftpdNzu8bx: Operation not permitted"
"2020-11-01T08:53:54","255.96.152.192","4976","DELE","-","-","550","/dept/qdept/static/css/blueprint/plugins/rtl/.ftpd3caYxQ: Operation not permitted"
"2020-11-01T09:02:39","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T10:25:46","68.92.208.49","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T11:32:15","244.149.90.13","4084","APPE","-","-","-","-"
"2020-11-01T11:44:30","7.127.236.59","3966","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T12:04:17","98.177.12.123","3966","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T12:47:25","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T13:30:45","17.63.199.54","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/jinja2/testsuite/res/templates/.ftpdNzu8bx: Operation not permitted"
"2020-11-01T13:38:16","190.220.63.217","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T13:59:51","140.143.94.151","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/blueprintapp/apps/admin/static/.ftpdBUL2Da: Operation not permitted"
"2020-11-01T14:42:34","7.127.236.59","3885","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T15:01:59","113.158.238.51","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T17:25:34","102.132.43.94","3966","DELE","-","-","550","/dept/qdept/templates/.ftpdxCfA4y: Operation not permitted"
"2020-11-01T17:47:56","98.177.12.123","3885","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T17:59:44","86.82.198.124","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/bin/.ftpd3caYxQ: Operation not permitted"
"2020-11-01T18:11:31","203.243.37.100","3966","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T19:12:43","18.127.107.6","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/.ftpdNzu8bx: Operation not permitted"
"2020-11-01T20:00:24","81.94.180.51","39226","RETR","text/plain","13392","226","Transfer complete"
"2020-11-01T20:15:28","68.92.208.49","3885","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T20:19:25","140.143.94.151","39226","RETR","-","279","226","Transfer complete"
"2020-11-01T20:31:48","248.124.131.190","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/contrib/.ftpdA4LXaq: Operation not permitted"
"2020-11-01T20:59:30","156.147.173.87","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T21:56:17","98.177.12.123","39226","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T23:05:08","222.17.93.246","4976","PASV","-","-","227","Entering Passive Mode"
"2020-11-01T23:45:28","244.149.90.13","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/connectors/.ftpdBUL2Da: Operation not permitted"
"2020-11-02T00:07:43","141.245.0.12","4976","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T00:28:27","167.107.132.164","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T00:56:20","81.94.180.51","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/amqplib/client_0_8/.ftpdA4LXaq: Operation not permitted"
"2020-11-02T01:34:00","26.20.3.26","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T02:06:30","98.177.12.123","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T02:34:56","7.127.236.59","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T03:16:20","81.94.180.51","4976","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T03:32:24","147.126.156.230","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T05:32:47","110.218.211.136","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T05:39:15","222.17.93.246","3966","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/events/.ftpdxCfA4y: Operation not permitted"
"2020-11-02T05:48:58","68.92.208.49","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/anyjson-0.3.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted"
"2020-11-02T06:07:45","113.158.238.51","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/util/.ftpdA4LXaq: Operation not permitted"
"2020-11-02T06:49:27","68.92.208.49","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/dialects/postgresql/.ftpduBnga4: Operation not permitted"
"2020-11-02T07:25:35","110.218.211.136","4970","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/.ftpde854Us: Operation not permitted"
"2020-11-02T07:47:22","86.82.198.124","4379","STOR","-","-","550","/.cache/.ftpduBnga4: Operation not permitted"
"2020-11-02T08:02:22","110.218.211.136","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T08:26:36","7.127.236.59","3966","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T09:33:31","248.124.131.190","4970","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/amqplib/.ftpde854Us: Operation not permitted"
"2020-11-02T11:08:19","37.91.136.95","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/Jinja2-2.6-py2.7.egg-info/.ftpdNzu8bx: Operation not permitted"
"2020-11-02T11:12:38","203.243.37.100","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T11:22:15","110.218.211.136","4976","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T11:24:56","86.82.198.124","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T11:36:23","113.158.238.51","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T12:27:02","147.126.156.230","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T13:10:21","110.218.211.136","4295","STOR","-","-","550","/dept/env/lib/python2.7/.ftpdA4LXaq: Operation not permitted"
"2020-11-02T13:28:54","37.91.136.95","3885","STOR","-","-","550","/dept/env/local/.ftpdNzu8bx: Operation not permitted"
"2020-11-02T13:49:12","147.126.156.230","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/gunicorn/app/.ftpdxCfA4y: Operation not permitted"
"2020-11-02T13:58:26","248.124.131.190","4970","STOR","-","-","550","/.ssh/.ftpde854Us: Operation not permitted"
"2020-11-02T14:38:54","86.82.198.124","4976","DELE","-","-","550","/dept/qdept/static/.ftpd3caYxQ: Operation not permitted"
"2020-11-02T14:45:14","50.34.173.40","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T14:56:29","105.206.94.23","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/.ftpdA4LXaq: Operation not permitted"
"2020-11-02T15:05:52","26.20.3.26","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T15:10:48","98.177.12.123","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/anyjson-0.3.1-py2.7.egg-info/.ftpd3caYxQ: Operation not permitted"
"2020-11-02T15:29:07","18.127.107.6","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T17:22:55","147.126.156.230","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/.ftpdA4LXaq: Operation not permitted"
"2020-11-02T19:49:22","50.34.173.40","1100","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/app/.ftpdBUL2Da: Operation not permitted"
"2020-11-02T20:10:57","147.126.156.230","4295","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/flask_newext_package/.ftpdA4LXaq: Operation not permitted"
"2020-11-02T20:39:43","203.243.37.100","3885","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T21:26:58","18.127.107.6","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T21:30:58","156.147.173.87","1100","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery-2.5.1-py2.7.egg-info/.ftpdBUL2Da: Operation not permitted"
"2020-11-02T21:32:29","190.220.63.217","3966","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T22:21:56","110.218.211.136","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T22:26:13","159.133.249.32","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-02T23:10:37","242.23.142.120","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/werkzeug/testsuite/multipart/ie6-2png1txt/.ftpdxCfA4y: Operation not permitted"
"2020-11-03T00:13:49","248.124.131.190","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/security/.ftpdNzu8bx: Operation not permitted"
"2020-11-03T00:16:42","141.245.0.12","3885","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/ext/.ftpdNzu8bx: Operation not permitted"
"2020-11-03T00:25:00","132.204.220.129","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T01:24:31","159.133.249.32","41550","PORT","-","-","200","PORT command successful"
"2020-11-03T02:24:45","113.158.238.51","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T02:47:39","68.92.208.49","4970","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T03:11:21","68.92.208.49","3885","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T03:51:56","255.96.152.192","3966","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T04:04:47","110.218.211.136","4012","APPE","-","-","-","-"
"2020-11-03T04:17:39","242.23.142.120","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T04:35:43","147.126.156.230","47181","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T05:24:32","68.92.208.49","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/appengine/.ftpd3caYxQ: Operation not permitted"
"2020-11-03T05:29:27","81.94.180.51","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T05:37:33","147.126.156.230","4379","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T06:39:09","81.94.180.51","4299","APPE","-","-","-","-"
"2020-11-03T07:30:46","98.177.12.123","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/task/.ftpduBnga4: Operation not permitted"
"2020-11-03T07:31:47","17.63.199.54","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_bin/.ftpdA4LXaq: Operation not permitted"
"2020-11-03T08:43:10","147.126.156.230","3885","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/wtforms/ext/i18n/messages/.ftpdNzu8bx: Operation not permitted"
"2020-11-03T09:37:23","7.127.236.59","4379","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_utils/.ftpduBnga4: Operation not permitted"
"2020-11-03T10:24:29","167.107.132.164","4379","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/kombu/transport/virtual/.ftpduBnga4: Operation not permitted"
"2020-11-03T11:35:48","190.220.63.217","4976","STOR","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_concurrency/.ftpd3caYxQ: Operation not permitted"
"2020-11-03T11:39:52","147.126.156.230","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T12:02:22","222.17.93.246","3966","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/sqlalchemy/orm/.ftpdxCfA4y: Operation not permitted"
"2020-11-03T12:21:45","222.17.93.246","4295","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/celery/tests/test_utils/.ftpdA4LXaq: Operation not permitted"
"2020-11-03T12:36:33","147.126.156.230","1100","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T12:49:28","98.177.12.123","4295","PASV","-","-","227","Entering Passive Mode"
"2020-11-03T13:55:43","86.82.198.124","4976","DELE","-","-","550","/dept/env/lib/python2.7/site-packages/flask/testsuite/test_apps/moduleapp/apps/admin/static/.ftpd3caYxQ: Operation not permitted"
"2020-11-03T15:00:45","86.82.198.124","3885","PASV","-","-","227","Entering Passive Mode"
